Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
WT,Transit Amplifying,Col1a1,ITGA2_ITGB1,0.026224156791493442,COL1A1_ITGA2_ITGB1,Col1a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026224156791493442,0,WT_Transit Amplifying
WT,Stem (Stroma),Col1a1,ITGA2_ITGB1,0.06071596918675374,COL1A1_ITGA2_ITGB1,Col1a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06071596918675374,0,WT_Stem (Stroma)
WT,Late Absorptive,Col1a1,ITGA2_ITGB1,0.023924771889262533,COL1A1_ITGA2_ITGB1,Col1a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.023924771889262533,0,WT_Late Absorptive
WT,Secretory,Col1a1,ITGA2_ITGB1,0.02602059749062596,COL1A1_ITGA2_ITGB1,Col1a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02602059749062596,0,WT_Secretory
WT,ER Stress,Col1a1,ITGA2_ITGB1,0.029554985345879744,COL1A1_ITGA2_ITGB1,Col1a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.029554985345879744,0,WT_ER Stress
WT,Stem (Oncogene) 2,Col1a2,ITGA2_ITGB1,0.013672181267665662,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013672181267665662,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col1a2,ITGA2_ITGB1,0.06719296558177802,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06719296558177802,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col1a2,ITGA2_ITGB1,0.020592786365416796,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020592786365416796,0,WT_Transit Amplifying
WT,Stem (Stroma),Col1a2,ITGA2_ITGB1,0.04804326175410388,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04804326175410388,0,WT_Stem (Stroma)
WT,Late Absorptive,Col1a2,ITGA2_ITGB1,0.0187776494143533,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0187776494143533,0,WT_Late Absorptive
WT,Secretory,Col1a2,ITGA2_ITGB1,0.020432022167251762,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020432022167251762,0,WT_Secretory
WT,ER Stress,Col1a2,ITGA2_ITGB1,0.023225413049115576,COL1A2_ITGA2_ITGB1,Col1a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.023225413049115576,0,WT_ER Stress
WT,Stem (Oncogene) 2,Col4a1,ITGA2_ITGB1,0.008289269654604822,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008289269654604822,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col4a1,ITGA2_ITGB1,0.04162756803122706,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04162756803122706,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col4a1,ITGA2_ITGB1,0.012519730276888462,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012519730276888462,0,WT_Transit Amplifying
WT,Stem (Stroma),Col4a1,ITGA2_ITGB1,0.029533211793171688,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.029533211793171688,0,WT_Stem (Stroma)
WT,Late Absorptive,Col4a1,ITGA2_ITGB1,0.011407898811966188,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011407898811966188,0,WT_Late Absorptive
WT,Secretory,Col4a1,ITGA2_ITGB1,0.012421191678648967,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012421191678648967,0,WT_Secretory
WT,ER Stress,Col4a1,ITGA2_ITGB1,0.01413517520450913,COL4A1_ITGA2_ITGB1,Col4a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01413517520450913,0,WT_ER Stress
WT,Stem (Oncogene) 2,Col4a2,ITGA2_ITGB1,0.00593408271424851,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00593408271424851,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col4a2,ITGA2_ITGB1,0.030087522599542595,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.030087522599542595,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col4a2,ITGA2_ITGB1,0.008973440670015527,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008973440670015527,0,WT_Transit Amplifying
WT,Stem (Stroma),Col4a2,ITGA2_ITGB1,0.02127156125629947,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02127156125629947,0,WT_Stem (Stroma)
WT,Late Absorptive,Col4a2,ITGA2_ITGB1,0.00817393533783631,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00817393533783631,0,WT_Late Absorptive
WT,Secretory,Col4a2,ITGA2_ITGB1,0.0089025620922819,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0089025620922819,0,WT_Secretory
WT,ER Stress,Col4a2,ITGA2_ITGB1,0.010135997894734777,COL4A2_ITGA2_ITGB1,Col4a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010135997894734777,0,WT_ER Stress
WT,Stem (Oncogene) 1,Col4a5,ITGA2_ITGB1,0.002443685787957616,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.002443685787957616,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Col4a5,ITGA2_ITGB1,0.0028015734713393,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0028015734713393,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col4a5,ITGA2_ITGB1,0.014389353736385084,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.014389353736385084,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col4a5,ITGA2_ITGB1,0.004243350805061349,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004243350805061349,0,WT_Transit Amplifying
WT,Stem (Stroma),Col4a5,ITGA2_ITGB1,0.010125103920020462,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010125103920020462,0,WT_Stem (Stroma)
WT,Late Absorptive,Col4a5,ITGA2_ITGB1,0.0038636385780012328,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0038636385780012328,0,WT_Late Absorptive
WT,Secretory,Col4a5,ITGA2_ITGB1,0.00420967511648605,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00420967511648605,0,WT_Secretory
WT,ER Stress,Col4a5,ITGA2_ITGB1,0.0047960652750159765,COL4A5_ITGA2_ITGB1,Col4a5  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0047960652750159765,0,WT_ER Stress
WT,Stem (Oncogene) 2,Col6a1,ITGA2_ITGB1,0.010703817490655586,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010703817490655586,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col6a1,ITGA2_ITGB1,0.05323183993403091,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05323183993403091,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col6a1,ITGA2_ITGB1,0.016146488675980265,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016146488675980265,0,WT_Transit Amplifying
WT,Stem (Stroma),Col6a1,ITGA2_ITGB1,0.03789933789480635,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03789933789480635,0,WT_Stem (Stroma)
WT,Late Absorptive,Col6a1,ITGA2_ITGB1,0.014717378318286345,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.014717378318286345,0,WT_Late Absorptive
WT,Secretory,Col6a1,ITGA2_ITGB1,0.016019868163514035,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016019868163514035,0,WT_Secretory
WT,ER Stress,Col6a1,ITGA2_ITGB1,0.018221266158457514,COL6A1_ITGA2_ITGB1,Col6a1  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018221266158457514,0,WT_ER Stress
WT,Stem (Oncogene) 1,Col6a2,ITGA2_ITGB1,0.00339014039153577,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00339014039153577,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Col6a2,ITGA2_ITGB1,0.003886100205745659,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.003886100205745659,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col6a2,ITGA2_ITGB1,0.019870281675123138,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.019870281675123138,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col6a2,ITGA2_ITGB1,0.005882716365028698,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005882716365028698,0,WT_Transit Amplifying
WT,Stem (Stroma),Col6a2,ITGA2_ITGB1,0.014004851873785265,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.014004851873785265,0,WT_Stem (Stroma)
WT,Late Absorptive,Col6a2,ITGA2_ITGB1,0.005357096283092684,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005357096283092684,0,WT_Late Absorptive
WT,Secretory,Col6a2,ITGA2_ITGB1,0.0058361067473465655,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0058361067473465655,0,WT_Secretory
WT,ER Stress,Col6a2,ITGA2_ITGB1,0.0066475396369790885,COL6A2_ITGA2_ITGB1,Col6a2  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0066475396369790885,0,WT_ER Stress
WT,Stem (Oncogene) 2,Col6a3,ITGA2_ITGB1,0.007806363421204694,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007806363421204694,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Col6a3,ITGA2_ITGB1,0.039279405000334396,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.039279405000334396,0,WT_Stem (Reserve)
WT,Transit Amplifying,Col6a3,ITGA2_ITGB1,0.011793301780876763,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011793301780876763,0,WT_Transit Amplifying
WT,Stem (Stroma),Col6a3,ITGA2_ITGB1,0.027847453891183465,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.027847453891183465,0,WT_Stem (Stroma)
WT,Late Absorptive,Col6a3,ITGA2_ITGB1,0.010745279792050817,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010745279792050817,0,WT_Late Absorptive
WT,Secretory,Col6a3,ITGA2_ITGB1,0.01170041291273759,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01170041291273759,0,WT_Secretory
WT,ER Stress,Col6a3,ITGA2_ITGB1,0.01331627823205031,COL6A3_ITGA2_ITGB1,Col6a3  - (Itga2+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01331627823205031,0,WT_ER Stress
WT,Stem (Oncogene) 1,Fn1,ITGA3_ITGB1,0.013787222034303395,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.013787222034303395,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Fn1,ITGA3_ITGB1,0.013399921623459562,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.013399921623459562,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Fn1,ITGA3_ITGB1,0.06661177833504296,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.06661177833504296,0,WT_Stem (Reserve)
WT,Transit Amplifying,Fn1,ITGA3_ITGB1,0.02074810228964013,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.02074810228964013,0,WT_Transit Amplifying
WT,Stem (Stroma),Fn1,ITGA3_ITGB1,0.021770320934887864,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.021770320934887864,0,WT_Stem (Stroma)
WT,Early Absorptive,Fn1,ITGA3_ITGB1,0.011419709835468462,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.011419709835468462,0,WT_Early Absorptive
WT,Late Absorptive,Fn1,ITGA3_ITGB1,0.01630172548417715,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.01630172548417715,0,WT_Late Absorptive
WT,Secretory,Fn1,ITGA3_ITGB1,0.018530560860295916,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.018530560860295916,0,WT_Secretory
WT,ER Stress,Fn1,ITGA3_ITGB1,0.018034358225245777,FN1_ITGA3_ITGB1,Fn1  - (Itga3+Itgb1),FN1,ECM-Receptor,KEGG: mmu04512,0.018034358225245777,0,WT_ER Stress
WT,Transit Amplifying,Lama4,ITGA1_ITGB1,0.0012916512414467118,LAMA4_ITGA1_ITGB1,Lama4  - (Itga1+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0012916512414467118,0,WT_Transit Amplifying
WT,Stem (Oncogene) 1,Lamb1,ITGA1_ITGB1,0.0028621022010381133,LAMB1_ITGA1_ITGB1,Lamb1  - (Itga1+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0028621022010381133,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Lamb1,ITGA1_ITGB1,0.00277415943403833,LAMB1_ITGA1_ITGB1,Lamb1  - (Itga1+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.00277415943403833,0,WT_Stem (Oncogene) 2
WT,Transit Amplifying,Lamb1,ITGA1_ITGB1,0.0037220594448014056,LAMB1_ITGA1_ITGB1,Lamb1  - (Itga1+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0037220594448014056,0,WT_Transit Amplifying
WT,Early Absorptive,Lamb1,ITGA1_ITGB1,0.003289026300025427,LAMB1_ITGA1_ITGB1,Lamb1  - (Itga1+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003289026300025427,0,WT_Early Absorptive
WT,Stem (Reserve),Lama4,ITGA2_ITGB1,0.005981138074728076,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005981138074728076,0,WT_Stem (Reserve)
WT,Transit Amplifying,Lama4,ITGA2_ITGB1,0.0017532624085855393,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017532624085855393,0,WT_Transit Amplifying
WT,Stem (Stroma),Lama4,ITGA2_ITGB1,0.004198029248880976,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004198029248880976,0,WT_Stem (Stroma)
WT,Late Absorptive,Lama4,ITGA2_ITGB1,0.0015960162378819273,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015960162378819273,0,WT_Late Absorptive
WT,Secretory,Lama4,ITGA2_ITGB1,0.0017393138113465205,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017393138113465205,0,WT_Secretory
WT,ER Stress,Lama4,ITGA2_ITGB1,0.0019822779669138317,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0019822779669138317,0,WT_ER Stress
WT,Stem (Oncogene) 1,Lamb1,ITGA2_ITGB1,0.0029079884882519933,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0029079884882519933,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Lamb1,ITGA2_ITGB1,0.003333647942983358,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003333647942983358,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Lamb1,ITGA2_ITGB1,0.017084473656426548,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.017084473656426548,0,WT_Stem (Reserve)
WT,Transit Amplifying,Lamb1,ITGA2_ITGB1,0.005047861342031907,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005047861342031907,0,WT_Transit Amplifying
WT,Stem (Stroma),Lamb1,ITGA2_ITGB1,0.01203128121850685,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.01203128121850685,0,WT_Stem (Stroma)
WT,Late Absorptive,Lamb1,ITGA2_ITGB1,0.0045964905671397535,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0045964905671397535,0,WT_Late Absorptive
WT,Secretory,Lamb1,ITGA2_ITGB1,0.005007833080944821,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005007833080944821,0,WT_Secretory
WT,ER Stress,Lamb1,ITGA2_ITGB1,0.005704766372129033,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005704766372129033,0,WT_ER Stress
WT,Stem (Reserve),Lamc1,ITGA2_ITGB1,0.005182694810173069,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005182694810173069,0,WT_Stem (Reserve)
WT,Transit Amplifying,Lamc1,ITGA2_ITGB1,0.0015183511072619938,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015183511072619938,0,WT_Transit Amplifying
WT,Stem (Stroma),Lamc1,ITGA2_ITGB1,0.0036367486078340266,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0036367486078340266,0,WT_Stem (Stroma)
WT,Late Absorptive,Lamc1,ITGA2_ITGB1,0.0013821444328933718,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0013821444328933718,0,WT_Late Absorptive
WT,Secretory,Lamc1,ITGA2_ITGB1,0.0015062685962857038,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015062685962857038,0,WT_Secretory
WT,ER Stress,Lamc1,ITGA2_ITGB1,0.0017167347288804989,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017167347288804989,0,WT_ER Stress
WT,Stem (Oncogene) 1,Lama4,ITGA3_ITGB1,0.0010952375311460481,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0010952375311460481,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Lama4,ITGA3_ITGB1,0.0010640862446393293,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0010640862446393293,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Lama4,ITGA3_ITGB1,0.005565994441748475,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005565994441748475,0,WT_Stem (Reserve)
WT,Transit Amplifying,Lama4,ITGA3_ITGB1,0.0016589792886578692,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0016589792886578692,0,WT_Transit Amplifying
WT,Stem (Stroma),Lama4,ITGA3_ITGB1,0.0017423873789493382,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017423873789493382,0,WT_Stem (Stroma)
WT,Early Absorptive,Lama4,ITGA3_ITGB1,9.051653582613754e-4,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,9.051653582613754e-4,0,WT_Early Absorptive
WT,Late Absorptive,Lama4,ITGA3_ITGB1,0.0012980327816180819,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0012980327816180819,0,WT_Late Absorptive
WT,Secretory,Lama4,ITGA3_ITGB1,0.0014785882633706132,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0014785882633706132,0,WT_Secretory
WT,ER Stress,Lama4,ITGA3_ITGB1,0.0014383261694698982,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0014383261694698982,0,WT_ER Stress
WT,Stem (Oncogene) 1,Lamb1,ITGA3_ITGB1,0.003157236389505296,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003157236389505296,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Lamb1,ITGA3_ITGB1,0.0030676168216445276,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0030676168216445276,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Lamb1,ITGA3_ITGB1,0.015910996692220115,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.015910996692220115,0,WT_Stem (Reserve)
WT,Transit Amplifying,Lamb1,ITGA3_ITGB1,0.004777256341833646,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004777256341833646,0,WT_Transit Amplifying
WT,Stem (Stroma),Lamb1,ITGA3_ITGB1,0.0050166534722005775,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0050166534722005775,0,WT_Stem (Stroma)
WT,Early Absorptive,Lamb1,ITGA3_ITGB1,0.002610251274405649,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002610251274405649,0,WT_Early Absorptive
WT,Late Absorptive,Lamb1,ITGA3_ITGB1,0.0037404037031898273,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0037404037031898273,0,WT_Late Absorptive
WT,Secretory,Lamb1,ITGA3_ITGB1,0.004259242445512892,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004259242445512892,0,WT_Secretory
WT,ER Stress,Lamb1,ITGA3_ITGB1,0.0041435770891769886,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0041435770891769886,0,WT_ER Stress
WT,Stem (Oncogene) 1,Lamc1,ITGA3_ITGB1,9.484080933751944e-4,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,9.484080933751944e-4,0,WT_Stem (Oncogene) 1
WT,Stem (Oncogene) 2,Lamc1,ITGA3_ITGB1,9.214291499301734e-4,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,9.214291499301734e-4,0,WT_Stem (Oncogene) 2
WT,Stem (Reserve),Lamc1,ITGA3_ITGB1,0.004822701290834584,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004822701290834584,0,WT_Stem (Reserve)
