,,phateepi_1,phateepi_2,curatedCLUST,CCATmed,VELOmed,dist,clustDISTmin,Ridge,height,,,
WT,227,0.035217033,0.002301358,Late Enterocyte,0.234857537,167.310714,0.01257907,0.009002585,,0.238900993,,,
WT,228,-0.006584422,-0.008173713,TA 1,0.301248963,241.106147,0.005795697,0.004755062,,0.30279465,,,
WT,229,0.009115851,-0.008879739,Late Enterocyte,0.234857537,167.310714,0.020521946,0.009002585,,0.247880949,,,
WT,230,-0.013814227,-0.006977954,CSC,0.338042503,258.6659283,0.00849039,0.005480045,,0.341658934,,,
WT,231,-0.002907332,-0.008678392,TA 1,0.301248963,241.106147,0.005378954,0.004755062,,0.302175649,,,
WT,232,0.006075028,-0.007686377,TA 1,0.301248963,241.106147,0.009993786,0.004755062,Y,0.315374635,,,
WT,233,0.041154533,0.020952191,Late Enterocyte,0.234857537,167.310714,0.0268764,0.009002585,Y,0.255213593,,,
WT,234,0.016056831,-0.009526983,Late Enterocyte,0.234857537,167.310714,0.014697359,0.009002585,Y,0.255213593,,,
WT,235,0.036043508,0.006094015,Late Enterocyte,0.234857537,167.310714,0.014492249,0.009002585,,0.241063971,,,
WT,236,0.003767379,0.014374272,ER Stress,0.277051733,137.3284961,0.006312341,0.005853808,,0.278023046,,,
WT,237,-0.005310581,-0.009078891,TA 1,0.301248963,241.106147,0.005978168,0.004755062,,0.30306568,,,
WT,238,-0.019627277,-0.002931663,proCSC,0.389112168,235.940056,0.010522948,0.005289637,Y,0.403547132,,,
WT,239,0.00450987,0.021608047,ER Stress,0.277051733,137.3284961,0.009946042,0.005853808,Y,0.301852021,,,
WT,240,0.029306826,-0.005152484,Late Enterocyte,0.234857537,167.310714,0.010872105,0.009002585,Y,0.255213593,,,
WT,241,-0.00242235,-0.008669346,TA 1,0.301248963,241.106147,0.00532052,0.004755062,,0.302088856,,,
WT,242,0.002860267,0.016884964,ER Stress,0.277051733,137.3284961,0.006183065,0.005853808,,0.2777492,,,
WT,243,0.004576487,-0.013716245,CSC,0.338042503,258.6659283,0.011538268,0.005480045,,0.345320457,,,
WT,244,0.028877065,-0.003591679,Late Enterocyte,0.234857537,167.310714,0.010049533,0.009002585,,0.236041182,,,
WT,245,0.034431768,0.001512024,Late Enterocyte,0.234857537,167.310714,0.011866034,0.009002585,,0.238094858,,,
WT,246,-0.006073871,-0.008079029,TA 1,0.301248963,241.106147,0.005616455,0.004755062,,0.302528417,,,
WT,247,0.008028203,-0.011195184,Early Enterocyte,0.268803969,218.0722803,0.007150065,0.006641666,,0.269401712,,,
WT,248,0.02009558,-0.008218758,Late Enterocyte,0.234857537,167.310714,0.011647015,0.009002585,,0.237847242,,,
WT,249,0.003518324,-0.008917563,TA 1,0.301248963,241.106147,0.008085393,0.004755062,,0.306195605,,,
WT,250,0.02405789,0.01615312,Goblet / DCS,0.244543009,205.206332,0.017371905,0.0136771,,0.246784795,,,
WT,251,0.031590621,0.000774,Late Enterocyte,0.234857537,167.310714,0.009719636,0.009002585,,0.235668212,,,
WT,252,0.038160036,0.007832867,Late Enterocyte,0.234857537,167.310714,0.016699245,0.009002585,Y,0.255213593,,,
WT,253,0.040388611,0.013374086,Early Enterocyte,0.268803969,218.0722803,0.006641666,0.006641666,Y,0.284421664,,,
WT,254,0.029228263,-0.001022974,Late Enterocyte,0.234857537,167.310714,0.009241784,0.009002585,,0.235127967,,,
WT,255,-0.002024343,-0.008671416,TA 1,0.301248963,241.106147,0.005337235,0.004755062,,0.302113683,,,
WT,256,0.025201905,-0.002505588,Late Enterocyte,0.234857537,167.310714,0.009806125,0.009002585,,0.235765993,,,
WT,257,-0.016285551,-0.01069875,proCSC,0.389112168,235.940056,0.018152266,0.005289637,Y,0.403547132,,,
WT,258,-0.002401229,-0.008708354,TA 1,0.301248963,241.106147,0.005341886,0.004755062,,0.302120592,,,
WT,259,0.034872963,0.002542124,Late Enterocyte,0.234857537,167.310714,0.012453981,0.009002585,,0.238759572,,,
WT,260,0.019783049,-0.008488674,Late Enterocyte,0.234857537,167.310714,0.011826426,0.009002585,,0.23805008,,,
WT,261,0.036524063,0.007381357,Late Enterocyte,0.234857537,167.310714,0.0153426,0.009002585,,0.242025351,,,
WT,262,-0.003235455,-0.004511952,TA 1,0.301248963,241.106147,0.00504468,0.004755062,,0.301679141,,,
WT,263,-0.020672043,0.003392559,proCSC,0.389112168,235.940056,0.007496366,0.005289637,,0.392123153,,,
WT,264,0.009326604,-0.00888369,Late Enterocyte,0.234857537,167.310714,0.020330613,0.009002585,,0.247664635,,,
WT,265,0.035133595,0.005304638,Late Enterocyte,0.234857537,167.310714,0.013728326,0.009002585,,0.240200305,,,
WT,266,0.002902424,-0.008128719,TA 1,0.301248963,241.106147,0.007241732,0.004755062,,0.30494249,,,
WT,267,0.003217371,-0.010149535,TA 1,0.301248963,241.106147,0.008384433,0.004755062,,0.306639777,,,
WT,268,0.002001579,0.020175202,ER Stress,0.277051733,137.3284961,0.008771574,0.005853808,,0.283232448,,,
WT,269,0.030324164,-0.001891244,Late Enterocyte,0.234857537,167.310714,0.009441643,0.009002585,,0.235353921,,,
WT,270,0.020562109,-0.009793787,Early Enterocyte,0.268803969,218.0722803,0.011482929,0.006641666,,0.274496018,,,
WT,271,-0.020507904,-0.000453,proCSC,0.389112168,235.940056,0.008495314,0.005289637,,0.393486175,,,
WT,272,0.001439264,0.019917394,ER Stress,0.277051733,137.3284961,0.008550315,0.005853808,,0.282763755,,,
WT,273,0.003137698,0.016707219,ER Stress,0.277051733,137.3284961,0.006116052,0.005853808,,0.277607245,,,
WT,274,-0.007988996,-0.006835276,TA 1,0.301248963,241.106147,0.006090937,0.004755062,,0.303233178,,,
WT,275,-0.023010269,0.00509824,proCSC,0.389112168,235.940056,0.006304222,0.005289637,,0.390496525,,,
WT,276,0.024189277,0.03681353,Goblet / DCS,0.244543009,205.206332,0.024559621,0.0136771,Y,0.261139896,,,
WT,277,-0.017430966,-0.00500567,CSC,0.338042503,258.6659283,0.012464331,0.005480045,,0.346432969,,,
WT,278,0.032258711,-0.001453155,Early Enterocyte,0.268803969,218.0722803,0.023611183,0.006641666,Y,0.284421664,,,
WT,279,0.004498014,-0.008203335,TA 1,0.301248963,241.106147,0.008686357,0.004755062,,0.307088235,,,
WT,280,0.005045038,-0.009728083,Early Enterocyte,0.268803969,218.0722803,0.008062253,0.006641666,,0.270474205,,,
WT,281,0.033174449,-9.40E-05,Late Enterocyte,0.234857537,167.310714,0.010619434,0.009002585,,0.236685493,,,
WT,282,0.032836833,0.002303398,Late Enterocyte,0.234857537,167.310714,0.011074974,0.009002585,,0.237200512,,,
WT,283,0.039383372,0.013441293,Late Enterocyte,0.234857537,167.310714,0.02071204,0.009002585,,0.248095864,,,
WT,284,-0.005792022,-0.006635454,TA 1,0.301248963,241.106147,0.005165125,0.004755062,,0.301858043,,,
WT,285,0.037831645,0.006905646,Late Enterocyte,0.234857537,167.310714,0.015987313,0.009002585,Y,0.255213593,,,
WT,286,0.028729242,0.000469,Late Enterocyte,0.234857537,167.310714,0.009010694,0.009002585,,0.234866705,,,
WT,287,-0.001505775,-0.008044761,TA 1,0.301248963,241.106147,0.005095277,0.004755062,,0.301754295,,,
WT,288,0.01202726,-0.011976569,Early Enterocyte,0.268803969,218.0722803,0.007135481,0.006641666,,0.269384566,,,
WT,289,0.033976753,0.004642341,Late Enterocyte,0.234857537,167.310714,0.012827068,0.009002585,,0.239181372,,,
WT,290,0.001513209,0.020565035,ER Stress,0.277051733,137.3284961,0.009148323,0.005853808,,0.284030517,,,
WT,291,0.034666026,0.00141368,Early Enterocyte,0.268803969,218.0722803,0.027378529,0.006641666,,0.293185052,,,
WT,292,-0.015088242,-0.005984394,CSC,0.338042503,258.6659283,0.009966372,0.005480045,,0.343432084,,,
WT,293,0.016397032,0.002195068,Late Enterocyte,0.234857537,167.310714,0.012850615,0.009002585,Y,0.255213593,,,
WT,294,0.039089997,0.012038932,Early Enterocyte,0.268803969,218.0722803,0.006641666,0.006641666,,0.268803969,,,
WT,295,0.015047774,-0.004549249,Late Enterocyte,0.234857537,167.310714,0.013282471,0.009002585,,0.239696236,,,
WT,296,-0.005824296,-0.006613728,TA 1,0.301248963,241.106147,0.005169314,0.004755062,,0.301864264,,,
WT,297,0.027809549,-0.001691721,Late Enterocyte,0.234857537,167.310714,0.009396594,0.009002585,,0.235302991,,,
WT,298,0.033930941,0.003021101,Late Enterocyte,0.234857537,167.310714,0.012123974,0.009002585,,0.238386477,,,
WT,299,0.00245427,-0.01508988,CSC,0.338042503,258.6659283,0.010180747,0.005480045,Y,0.35120924,,,
WT,300,0.012738971,0.00311884,ER Stress,0.277051733,137.3284961,0.014762862,0.005853808,Y,0.301852021,,,
WT,301,0.012738971,0.00311884,ER Stress,0.277051733,137.3284961,0.014762862,0.005853808,Y,0.301852021,,,
WT,302,0.032170485,0.005044451,Late Enterocyte,0.234857537,167.310714,0.012161275,0.009002585,,0.238428648,,,
WT,303,-0.002904185,-0.014171059,CSC,0.338042503,258.6659283,0.006547012,0.005480045,Y,0.35120924,,,
WT,304,-0.004107544,-0.004913373,TA 1,0.301248963,241.106147,0.00492231,0.004755062,,0.301497383,,,
WT,305,-0.005156304,-0.000966,TA 1,0.301248963,241.106147,0.007364997,0.004755062,,0.305125578,,,
WT,306,0.024500171,-0.006332178,Late Enterocyte,0.234857537,167.310714,0.011020924,0.009002585,,0.237139405,,,
WT,307,0.042160854,0.029857386,Late Enterocyte,0.234857537,167.310714,0.035840663,0.009002585,,0.265199789,,,
WT,308,0.006945105,0.010588982,ER Stress,0.277051733,137.3284961,0.008077259,0.005853808,,0.281761678,,,
WT,309,-0.009463999,-0.006923054,TA 1,0.301248963,241.106147,0.00700259,0.004755062,,0.304587285,,,
WT,310,-0.009615709,-0.011212282,CSC,0.338042503,258.6659283,0.006046214,0.005480045,,0.338722661,,,
WT,311,0.003960805,0.002997895,revCSC,0.348974281,248.3255332,0.008624856,0.004813433,,0.354404261,,,
WT,312,0.023012077,-0.004383986,Late Enterocyte,0.234857537,167.310714,0.010335199,0.009002585,,0.236364146,,,
WT,313,0.029033914,-0.001921089,Late Enterocyte,0.234857537,167.310714,0.009533539,0.009002585,,0.235457817,,,
WT,314,0.003301261,-0.010403414,TA 1,0.301248963,241.106147,0.008602783,0.004755062,,0.3069641,,,
WT,315,-0.001282765,-0.00991906,TA 1,0.301248963,241.106147,0.006018182,0.004755062,,0.303125114,,,
WT,316,0.032487987,0.005124207,Late Enterocyte,0.234857537,167.310714,0.01233222,0.009002585,,0.238621913,,,
WT,317,-0.002515728,-0.007811247,TA 1,0.301248963,241.106147,0.005077675,0.004755062,,0.301728151,,,
WT,318,0.005985566,0.011107902,ER Stress,0.277051733,137.3284961,0.007476042,0.005853808,,0.280488117,,,
WT,319,0.020172791,0.000176,Late Enterocyte,0.234857537,167.310714,0.011090337,0.009002585,Y,0.255213593,,,
WT,320,-0.00054,-0.007434636,TA 1,0.301248963,241.106147,0.005107602,0.004755062,,0.301772603,,,
WT,321,0.023399816,-0.004992211,Late Enterocyte,0.234857537,167.310714,0.010450822,0.009002585,,0.236494866,,,
WT,322,0.00175577,-0.011773512,TA 1,0.301248963,241.106147,0.008463599,0.004755062,,0.306757365,,,
WT,323,-0.00437783,-0.005320631,TA 1,0.301248963,241.106147,0.004923299,0.004755062,,0.301498851,,,
WT,324,0.018104789,-0.005494876,Late Enterocyte,0.234857537,167.310714,0.011174006,0.009002585,,0.237312474,,,
WT,325,0.004493987,0.015062497,ER Stress,0.277051733,137.3284961,0.006145949,0.005853808,Y,0.301852021,,,
WT,326,0.004444344,-0.008815883,Early Enterocyte,0.268803969,218.0722803,0.008472358,0.006641666,,0.27095638,,,
WT,327,9.23E-05,-0.008473649,TA 1,0.301248963,241.106147,0.005575523,0.004755062,,0.302467618,,,
WT,328,0.024910861,0.036253223,Goblet / DCS,0.244543009,205.206332,0.024138707,0.0136771,,0.250890484,,,
WT,329,-0.005461893,-0.006566179,TA 1,0.301248963,241.106147,0.005098188,0.004755062,,0.301758619,,,
WT,330,0.027295948,-0.005408531,Late Enterocyte,0.234857537,167.310714,0.010813957,0.009002585,,0.236905415,,,
WT,331,0.035957924,0.004483183,Late Enterocyte,0.234857537,167.310714,0.013865031,0.009002585,,0.240354859,,,
WT,332,-0.003859102,-0.006943497,TA 1,0.301248963,241.106147,0.004977905,0.004755062,,0.301579959,,,
WT,333,-0.017278737,0.001305383,proCSC,0.389112168,235.940056,0.009728993,0.005289637,,0.395169477,,,
WT,334,-0.000738,-0.010687587,CSC,0.338042503,258.6659283,0.006580898,0.005480045,Y,0.35120924,,,
WT,335,0.00300602,0.018358988,ER Stress,0.277051733,137.3284961,0.007035085,0.005853808,,0.279554036,,,
WT,336,0.041457208,0.037698794,Late Enterocyte,0.234857537,167.310714,0.043678332,0.009002585,Y,0.255213593,,,
WT,337,0.016758976,-0.000972,Late Enterocyte,0.234857537,167.310714,0.01160901,0.009002585,,0.237804275,,,
WT,338,0.033863792,0.00023,Late Enterocyte,0.234857537,167.310714,0.011118578,0.009002585,,0.237249809,,,
WT,339,0.039759176,0.014044393,Early Enterocyte,0.268803969,218.0722803,0.006641666,0.006641666,,0.268803969,,,
WT,340,0.01096358,-0.012163693,Early Enterocyte,0.268803969,218.0722803,0.007085499,0.006641666,,0.2693258,,,
WT,341,-0.003607432,-0.00823082,TA 1,0.301248963,241.106147,0.005309017,0.004755062,,0.30207177,,,
WT,342,0.004633355,-0.009181662,Early Enterocyte,0.268803969,218.0722803,0.008331545,0.006641666,,0.270790822,,,
WT,343,-0.017242832,-0.004166597,proCSC,0.389112168,235.940056,0.012371067,0.005289637,,0.398774473,,,
WT,344,0.033537176,-0.000476,Late Enterocyte,0.234857537,167.310714,0.010671918,0.009002585,,0.23674483,,,
WT,345,0.020513704,-0.004700697,Late Enterocyte,0.234857537,167.310714,0.010270111,0.009002585,,0.236290561,,,
WT,346,0.002183399,0.017274545,ER Stress,0.277051733,137.3284961,0.006251068,0.005853808,,0.277893251,,,
WT,347,0.03617825,0.00468138,Late Enterocyte,0.234857537,167.310714,0.014085175,0.009002585,,0.240603747,,,
WT,348,0.025579339,-0.003866269,Late Enterocyte,0.234857537,167.310714,0.010156229,0.009002585,,0.236161809,,,
WT,349,0.003293222,0.007726026,ER Stress,0.277051733,137.3284961,0.008125815,0.005853808,Y,0.301852021,,,
WT,350,0.001552163,-0.007551718,TA 1,0.301248963,241.106147,0.006072401,0.004755062,,0.303205646,,,
WT,351,0.00247621,0.020575341,ER Stress,0.277051733,137.3284961,0.009073474,0.005853808,,0.283871965,,,
WT,352,0.02509422,0.023647852,Goblet / DCS,0.244543009,205.206332,0.014969859,0.0136771,Y,0.261139896,,,
WT,353,-0.008731709,-0.007653092,TA 1,0.301248963,241.106147,0.006614932,0.004755062,,0.304011484,,,
WT,354,0.041699628,0.036996156,Late Enterocyte,0.234857537,167.310714,0.042970764,0.009002585,,0.273260848,,,
WT,355,0.013769423,-0.010532026,Early Enterocyte,0.268803969,218.0722803,0.007267495,0.006641666,,0.269539779,,,
WT,356,0.000239,-0.008473735,TA 1,0.301248963,241.106147,0.005619588,0.004755062,,0.30253307,,,
WT,357,0.0020845,-0.010865236,CSC,0.338042503,258.6659283,0.008613854,0.005480045,,0.341807257,,,
WT,358,-0.023762911,0.004028189,proCSC,0.389112168,235.940056,0.006286851,0.005289637,,0.390472822,,,
WT,359,0.034461773,0.005496177,Late Enterocyte,0.234857537,167.310714,0.01351187,0.009002585,,0.239955587,,,
WT,360,0.021503941,-0.011134508,Early Enterocyte,0.268803969,218.0722803,0.012173629,0.006641666,,0.275308099,,,
WT,361,0.003333206,0.020840693,ER Stress,0.277051733,137.3284961,0.009204857,0.005853808,,0.284150274,,,
WT,362,0.038896456,0.011372258,Early Enterocyte,0.268803969,218.0722803,0.038147204,0.006641666,,0.305846174,,,
WT,363,0.004067172,-0.009545268,TA 1,0.301248963,241.106147,0.008803264,0.004755062,,0.30726188,,,
WT,364,-0.025042698,0.010339069,proCSC,0.389112168,235.940056,0.005726425,0.005289637,,0.389708145,,,
WT,365,-0.002158391,-0.01213016,CSC,0.338042503,258.6659283,0.006070929,0.005480045,,0.338752352,,,
WT,366,-0.027467679,0.013573109,proCSC,0.389112168,235.940056,0.009130977,0.005289637,Y,0.403547132,,,
WT,367,0.002194126,0.018056682,ER Stress,0.277051733,137.3284961,0.006827773,0.005853808,,0.279114887,,,
WT,368,-0.005176302,-0.000106,TA 1,0.301248963,241.106147,0.008076439,0.004755062,,0.306182305,,,
WT,369,0.025063457,-0.007264517,Late Enterocyte,0.234857537,167.310714,0.01148575,0.009002585,Y,0.255213593,,,
WT,370,-0.005403045,-0.000615,TA 1,0.301248963,241.106147,0.007642013,0.004755062,,0.305537039,,,
WT,371,-0.028850423,0.012079452,proCSC,0.389112168,235.940056,0.008336424,0.005289637,Y,0.403547132,,,
WT,372,0.035908035,0.005561252,Late Enterocyte,0.234857537,167.310714,0.014229633,0.009002585,,0.240767066,,,
WT,373,-0.012833955,-0.011513793,proCSC,0.389112168,235.940056,0.020751884,0.005289637,Y,0.403547132,,,
WT,374,0.003086313,-0.010381862,TA 1,0.301248963,241.106147,0.008448404,0.004755062,,0.306734796,,,
WT,375,0.014689935,-0.008149831,Late Enterocyte,0.234857537,167.310714,0.015080078,0.009002585,,0.241728552,,,
WT,376,0.007193763,-0.014544687,CSC,0.338042503,258.6659283,0.014253077,0.005480045,Y,0.35120924,,,
WT,377,0.005629855,0.010981474,ER Stress,0.277051733,137.3284961,0.007380063,0.005853808,,0.280284804,,,
WT,378,0.036743192,0.00596591,Early Enterocyte,0.268803969,218.0722803,0.032318211,0.006641666,Y,0.284421664,,,
WT,379,0.042196631,0.031301021,Late Enterocyte,0.234857537,167.310714,0.037283278,0.009002585,,0.266830763,,,
WT,380,0.037776152,0.00721731,Late Enterocyte,0.234857537,167.310714,0.016092352,0.009002585,,0.242872996,,,
WT,381,-0.005210494,0.008240238,revCSC,0.348974281,248.3255332,0.005329017,0.004813433,,0.349708813,,,
WT,382,0.010855522,-0.008041622,TA 2,0.28071078,227.7227682,0.00446672,0.00446672,Y,0.295666624,,,
WT,383,0.024356718,0.03747827,Goblet / DCS,0.244543009,205.206332,0.025235587,0.0136771,Y,0.261139896,,,
WT,384,0.034833059,0.00489701,Late Enterocyte,0.234857537,167.310714,0.013341653,0.009002585,,0.239763146,,,
WT,385,0.015331872,-0.005615868,Late Enterocyte,0.234857537,167.310714,0.01351773,0.009002585,,0.239962212,,,
WT,386,0.037462343,0.009303428,Late Enterocyte,0.234857537,167.310714,0.017204828,0.009002585,,0.244130725,,,
WT,387,0.024193127,-0.007577425,Late Enterocyte,0.234857537,167.310714,0.011548366,0.009002585,,0.237735713,,,
WT,388,-0.023784354,0.000831,proCSC,0.389112168,235.940056,0.007429214,0.005289637,Y,0.403547132,,,
WT,389,-0.000141,-0.008855286,TA 1,0.301248963,241.106147,0.005670738,0.004755062,,0.302609044,,,
WT,390,0.03682164,0.006187827,Late Enterocyte,0.234857537,167.310714,0.014956831,0.009002585,,0.241589213,,,
WT,391,0.001028048,0.020037486,ER Stress,0.277051733,137.3284961,0.008755037,0.005853808,Y,0.301852021,,,
WT,392,0.041615721,0.034769363,Late Enterocyte,0.234857537,167.310714,0.040742277,0.009002585,Y,0.255213593,,,
WT,393,0.033591114,0.001143293,Late Enterocyte,0.234857537,167.310714,0.011141175,0.009002585,,0.237275356,,,
WT,394,0.015336463,-0.012560907,Early Enterocyte,0.268803969,218.0722803,0.008557263,0.006641666,,0.271056207,,,
WT,395,0.00082,-0.007388957,Early Enterocyte,0.268803969,218.0722803,0.012040976,0.006641666,Y,0.284421664,,,
WT,396,0.008772267,0.006826423,ER Stress,0.277051733,137.3284961,0.010149341,0.005853808,,0.286150979,,,
WT,397,-0.003273085,-0.001021078,revCSC,0.348974281,248.3255332,0.007375017,0.004813433,,0.352623666,,,
WT,398,-0.020686818,-0.002611309,CSC,0.338042503,258.6659283,0.005480045,0.005480045,Y,0.35120924,,,
WT,399,0.039299233,0.011813884,Early Enterocyte,0.268803969,218.0722803,0.006641666,0.006641666,,0.268803969,,,
WT,400,0.003486798,0.021304994,ER Stress,0.277051733,137.3284961,0.00965726,0.005853808,,0.285108601,,,
WT,401,0.041029933,0.020049946,Late Enterocyte,0.234857537,167.310714,0.025965592,0.009002585,Y,0.255213593,,,
WT,402,0.041470695,0.038018274,Late Enterocyte,0.234857537,167.310714,0.009002585,0.009002585,,0.234857537,,,
WT,403,0.015708511,-0.000708,ER Stress,0.277051733,137.3284961,0.019363167,0.005853808,Y,0.301852021,,,
WT,404,-0.00300756,-0.003993066,TA 1,0.301248963,241.106147,0.005296471,0.004755062,,0.302053134,,,
WT,405,0.013831554,-0.004198218,ER Stress,0.277051733,137.3284961,0.005853808,0.005853808,Y,0.301852021,,,
WT,406,0.002867002,-0.009564277,TA 1,0.301248963,241.106147,0.007789066,0.004755062,,0.305755461,,,
WT,407,0.022695996,-0.006494571,Late Enterocyte,0.234857537,167.310714,0.010852561,0.009002585,,0.236949059,,,
WT,408,-0.001468795,-0.009625851,TA 1,0.301248963,241.106147,0.005828014,0.004755062,,0.302842652,,,
WT,409,0.013736215,-0.006578443,Late Enterocyte,0.234857537,167.310714,0.015339971,0.009002585,,0.242022378,,,
