AUC,avg_diff,power,avg_logFC,pct.1,pct.2,cluster,gene
0.713,0.538284598,0.426,0.538284598,0.512,0.086,Endothelial,ENTPD1
0.713,0.528518423,0.426,0.528518423,0.541,0.111,Endothelial,FAM198B
0.713,0.527562088,0.426,0.527562088,0.566,0.136,Endothelial,BMPR2
0.712,0.682669148,0.424,0.682669148,0.971,0.879,Endothelial,GSN
0.712,0.496765994,0.424,0.496765994,0.446,0.024,Endothelial,RAPGEF3
0.289,-0.784317531,0.422,-0.784317531,0.426,0.675,Endothelial,TYMP
0.289,-0.924523276,0.422,-0.924523276,0.198,0.54,Endothelial,PLTP
0.289,-1.211590638,0.422,-1.211590638,0.136,0.516,Endothelial,GEM
0.711,0.667066193,0.422,0.667066193,0.517,0.099,Endothelial,UPP1
0.29,-0.805548177,0.42,-0.805548177,0.219,0.566,Endothelial,SGCE
0.71,0.720565792,0.42,0.720565792,0.434,0.016,Endothelial,ACE
0.71,0.652220478,0.42,0.652220478,0.438,0.017,Endothelial,IL33
0.71,0.604768055,0.42,0.604768055,0.459,0.037,Endothelial,GALNT18
0.71,0.535636454,0.42,0.535636454,0.5,0.084,Endothelial,TCN2
0.709,0.533304534,0.418,0.533304534,0.43,0.011,Endothelial,PLCB1
0.709,0.513160608,0.418,0.513160608,0.752,0.366,Endothelial,HSD17B11
0.709,0.50713229,0.418,0.50713229,0.913,0.664,Endothelial,RHOC
0.709,0.428425202,0.418,0.428425202,1,0.986,Endothelial,ACTB
0.292,-0.976294076,0.416,-0.976294076,0.12,0.488,Endothelial,EDIL3
0.708,1.865182172,0.416,1.865182172,0.525,0.153,Endothelial,RGCC
0.708,0.493332529,0.416,0.493332529,0.442,0.024,Endothelial,PITPNC1
0.708,0.467147218,0.416,0.467147218,0.421,0.005,Endothelial,MCF2L
0.293,-0.920196269,0.414,-0.920196269,0.079,0.462,Endothelial,COL6A3
0.707,0.574742374,0.414,0.574742374,0.417,0.004,Endothelial,MECOM
0.707,0.508043628,0.414,0.508043628,0.479,0.067,Endothelial,CARD8
0.707,0.475215818,0.414,0.475215818,0.545,0.132,Endothelial,LTA4H
0.294,-0.858940163,0.412,-0.858940163,0.574,0.732,Endothelial,CYBA
0.706,0.575723178,0.412,0.575723178,0.455,0.042,Endothelial,EFNB2
0.706,0.558106891,0.412,0.558106891,0.541,0.123,Endothelial,TSPAN12
0.706,0.553376842,0.412,0.553376842,0.434,0.021,Endothelial,PLXNA2
0.706,0.501926354,0.412,0.501926354,0.471,0.052,Endothelial,C10orf128
0.706,0.483737707,0.412,0.483737707,0.438,0.023,Endothelial,DOCK9
0.706,0.434155733,0.412,0.434155733,0.678,0.268,Endothelial,CLIC4
0.705,0.558475238,0.41,0.558475238,0.417,0.007,Endothelial,HLA-DMB
0.705,0.551523692,0.41,0.551523692,0.479,0.064,Endothelial,PIR
0.705,0.519354976,0.41,0.519354976,0.417,0.009,Endothelial,SH2D3C
0.705,0.514099765,0.41,0.514099765,0.678,0.288,Endothelial,PVRL2
0.704,0.567421922,0.408,0.567421922,0.694,0.322,Endothelial,ATP1A1
0.704,0.468518086,0.408,0.468518086,0.434,0.023,Endothelial,IPO11
0.704,0.448082248,0.408,0.448082248,0.731,0.345,Endothelial,CYSTM1
0.704,0.43656133,0.408,0.43656133,0.479,0.064,Endothelial,ABCD4
0.297,-0.864334303,0.406,-0.864334303,0.116,0.482,Endothelial,FHL2
0.703,0.54249518,0.406,0.54249518,0.979,0.964,Endothelial,IGFBP7
0.703,0.451718108,0.406,0.451718108,0.876,0.663,Endothelial,ARPC2
0.703,0.436920056,0.406,0.436920056,0.69,0.302,Endothelial,CTNNA1
0.298,-0.822997016,0.404,-0.822997016,0.19,0.524,Endothelial,COL5A1
0.702,0.655110431,0.404,0.655110431,0.475,0.085,Endothelial,TNFRSF4
0.702,0.577046077,0.404,0.577046077,0.74,0.377,Endothelial,CARHSP1
0.702,0.572415767,0.404,0.572415767,0.702,0.322,Endothelial,LAP3
0.702,0.556326202,0.404,0.556326202,0.537,0.131,Endothelial,RGS3
0.702,0.539586662,0.404,0.539586662,0.661,0.275,Endothelial,TIMMDC1
0.702,0.498920212,0.404,0.498920212,0.467,0.057,Endothelial,UACA
0.299,-0.742149253,0.402,-0.742149253,0.5,0.718,Endothelial,PPP1R14A
0.299,-0.874731962,0.402,-0.874731962,0.112,0.477,Endothelial,CRISPLD2
0.701,0.514829983,0.402,0.514829983,0.517,0.099,Endothelial,MCAM
0.701,0.474122758,0.402,0.474122758,0.579,0.165,Endothelial,ECE1
0.701,0.463306322,0.402,0.463306322,0.715,0.338,Endothelial,FLOT1
0.701,0.461805848,0.402,0.461805848,0.764,0.438,Endothelial,PSMB8
0.3,-1.143141769,0.4,-1.143141769,0.145,0.494,Endothelial,PDGFRA
0.7,0.743852423,0.4,0.743852423,0.401,0.002,Endothelial,LCN6
0.7,0.546815174,0.4,0.546815174,0.413,0.017,Endothelial,MFNG
0.7,0.500103312,0.4,0.500103312,0.5,0.086,Endothelial,SLC44A2
0.7,0.483412137,0.4,0.483412137,0.545,0.137,Endothelial,GNAQ
0.301,-0.252690413,0.398,-0.252690413,1,0.997,Endothelial,RPLP1
0.699,0.516338138,0.398,0.516338138,0.702,0.329,Endothelial,FAM177A1
0.699,0.506185916,0.398,0.506185916,0.698,0.328,Endothelial,RAP1A
0.699,0.50429581,0.398,0.50429581,0.475,0.078,Endothelial,SLFN5
0.699,0.489718156,0.398,0.489718156,0.401,0.004,Endothelial,RAPGEF4
0.302,-0.899883689,0.396,-0.899883689,0.045,0.427,Endothelial,TMEM119
0.698,0.575193972,0.396,0.575193972,0.707,0.365,Endothelial,MARCKSL1
0.698,0.493353886,0.396,0.493353886,0.417,0.019,Endothelial,ABCG1
0.698,0.48140841,0.396,0.48140841,0.616,0.224,Endothelial,VASP
0.698,0.472344168,0.396,0.472344168,0.446,0.058,Endothelial,CCDC69
0.697,0.508355241,0.394,0.508355241,0.661,0.281,Endothelial,SNHG7
0.697,0.44438036,0.394,0.44438036,0.401,0.007,Endothelial,ICA1
0.697,0.440768556,0.394,0.440768556,0.583,0.18,Endothelial,PLA2G16
0.697,0.361461429,0.394,0.361461429,0.475,0.068,Endothelial,SNRK
0.304,-1.020341982,0.392,-1.020341982,0.112,0.469,Endothelial,TGFBI
0.696,0.495606747,0.392,0.495606747,0.748,0.407,Endothelial,PSMB9
0.696,0.487010715,0.392,0.487010715,0.744,0.422,Endothelial,CAMTA1
0.696,0.441283872,0.392,0.441283872,0.504,0.105,Endothelial,UTRN
0.695,0.453060731,0.39,0.453060731,0.566,0.172,Endothelial,BNIP2
0.695,0.434049578,0.39,0.434049578,0.579,0.176,Endothelial,LUZP1
0.695,0.42812013,0.39,0.42812013,0.413,0.02,Endothelial,CASKIN2
0.695,0.350783664,0.39,0.350783664,0.988,0.949,Endothelial,H3F3A
0.694,0.633211072,0.388,0.633211072,0.43,0.038,Endothelial,PCDH17
0.694,0.607606334,0.388,0.607606334,0.632,0.262,Endothelial,CFAP20
0.694,0.464761997,0.388,0.464761997,0.525,0.127,Endothelial,SOCS2
0.694,0.461566339,0.388,0.461566339,0.707,0.34,Endothelial,TMEM109
0.307,-0.477386302,0.386,-0.477386302,0.86,0.908,Endothelial,PPIB
0.693,0.511988756,0.386,0.511988756,0.624,0.26,Endothelial,HLA-F
0.693,0.493593412,0.386,0.493593412,0.764,0.407,Endothelial,OAZ2
0.693,0.477840957,0.386,0.477840957,0.607,0.217,Endothelial,DLC1
0.693,0.466246213,0.386,0.466246213,0.558,0.159,Endothelial,RALB
0.693,0.398961803,0.386,0.398961803,0.426,0.032,Endothelial,EBF1
0.308,-0.615971087,0.384,-0.615971087,0.636,0.782,Endothelial,HMGN2
0.308,-0.824912592,0.384,-0.824912592,0.05,0.419,Endothelial,VCAN
0.692,0.487883975,0.384,0.487883975,0.678,0.324,Endothelial,C10orf54
0.692,0.426091654,0.384,0.426091654,0.459,0.066,Endothelial,PXN
0.309,-1.137044449,0.382,-1.137044449,0.041,0.409,Endothelial,HAPLN1
0.691,0.719838641,0.382,0.719838641,0.401,0.02,Endothelial,ALPL
0.691,0.697358119,0.382,0.697358119,0.715,0.372,Endothelial,IL32
0.691,0.491249937,0.382,0.491249937,0.645,0.283,Endothelial,SP100
0.31,-0.845621531,0.38,-0.845621531,0.132,0.463,Endothelial,PTCH1
0.69,2.602970497,0.38,2.602970497,0.405,0.039,Endothelial,ACKR1
0.69,0.490061074,0.38,0.490061074,0.388,0.008,Endothelial,SOX7
0.69,0.478837047,0.38,0.478837047,0.603,0.21,Endothelial,PEF1
0.69,0.477414842,0.38,0.477414842,0.413,0.035,Endothelial,FLI1
0.311,-0.694760894,0.378,-0.694760894,0.24,0.535,Endothelial,EFEMP2
0.311,-0.957007796,0.378,-0.957007796,0.694,0.792,Endothelial,IER3
0.689,0.483733248,0.378,0.483733248,0.607,0.237,Endothelial,FEZ2
0.688,0.678153853,0.376,0.678153853,0.525,0.159,Endothelial,KCTD12
0.688,0.47793613,0.376,0.47793613,0.909,0.757,Endothelial,A2M
0.688,0.472467872,0.376,0.472467872,0.488,0.103,Endothelial,MCTP1
0.687,0.704397618,0.374,0.704397618,0.376,0.004,Endothelial,BTNL9
0.687,0.491041641,0.374,0.491041641,0.661,0.293,Endothelial,BHLHE40
0.687,0.459585919,0.374,0.459585919,0.583,0.212,Endothelial,FOXP1
0.687,0.401623555,0.374,0.401623555,0.455,0.078,Endothelial,SLC25A4
0.313,-0.646284902,0.374,-0.646284902,0.281,0.572,Endothelial,CHCHD10
0.313,-0.791967135,0.374,-0.791967135,0.12,0.451,Endothelial,OLFML3
0.686,0.623947586,0.372,0.623947586,0.388,0.02,Endothelial,ASS1
0.686,0.443561669,0.372,0.443561669,0.537,0.164,Endothelial,NCK1
0.686,0.438976394,0.372,0.438976394,0.653,0.283,Endothelial,SERINC3
0.686,0.393930057,0.372,0.393930057,0.529,0.142,Endothelial,MEF2A
0.686,0.382295808,0.372,0.382295808,0.971,0.799,Endothelial,RHOA
0.314,-0.999905397,0.372,-0.999905397,0.459,0.664,Endothelial,PHLDA1
0.685,0.85055007,0.37,0.85055007,0.409,0.044,Endothelial,HEY1
0.685,0.809056882,0.37,0.809056882,0.707,0.555,Endothelial,VAMP5
0.685,0.500486448,0.37,0.500486448,0.38,0.011,Endothelial,ASRGL1
0.685,0.459645118,0.37,0.459645118,0.76,0.436,Endothelial,MYH9
0.315,-0.521168965,0.37,-0.521168965,0.773,0.837,Endothelial,CCNI
0.684,0.990445789,0.368,0.990445789,0.496,0.128,Endothelial,CLU
0.684,0.55907852,0.368,0.55907852,0.393,0.024,Endothelial,HOXD1
0.684,0.512721899,0.368,0.512721899,0.554,0.183,Endothelial,ITGA1
0.684,0.498716486,0.368,0.498716486,0.397,0.027,Endothelial,TPD52L1
0.684,0.480362886,0.368,0.480362886,0.64,0.283,Endothelial,FDPS
0.684,0.454582522,0.368,0.454582522,0.442,0.068,Endothelial,ORAI1
0.316,-0.330169355,0.368,-0.330169355,0.992,0.983,Endothelial,RPS16
0.316,-1.291415919,0.368,-1.291415919,0.132,0.463,Endothelial,DMKN
0.683,0.487737166,0.366,0.487737166,0.368,0.001,Endothelial,ST6GALNAC1
0.683,0.455401992,0.366,0.455401992,0.707,0.366,Endothelial,PLSCR1
0.683,0.412821229,0.366,0.412821229,0.822,0.57,Endothelial,SERBP1
0.317,-0.767671277,0.366,-0.767671277,0.471,0.684,Endothelial,IGFBP6
0.317,-0.902876454,0.366,-0.902876454,0.128,0.455,Endothelial,FENDRR
0.682,0.609141689,0.364,0.609141689,0.843,0.605,Endothelial,C8orf4
0.682,0.582360484,0.364,0.582360484,0.442,0.078,Endothelial,ADAMTS9
0.682,0.531280829,0.364,0.531280829,0.401,0.037,Endothelial,MIER2
0.682,0.445933182,0.364,0.445933182,0.368,0.003,Endothelial,ARHGEF15
0.318,-0.865574,0.364,-0.865574,0.459,0.64,Endothelial,PLAC9
0.318,-0.899373086,0.364,-0.899373086,0.099,0.432,Endothelial,BMP5
0.681,0.720936339,0.362,0.720936339,0.893,0.724,Endothelial,HES1
0.681,0.448691026,0.362,0.448691026,0.921,0.742,Endothelial,BST2
0.681,0.417872367,0.362,0.417872367,0.43,0.064,Endothelial,MESDC1
0.681,0.412000447,0.362,0.412000447,0.43,0.064,Endothelial,SULF2
0.681,0.394316171,0.362,0.394316171,0.785,0.515,Endothelial,C11orf31
0.681,0.393373201,0.362,0.393373201,0.388,0.022,Endothelial,RAPGEF5
0.681,0.384289718,0.362,0.384289718,0.413,0.046,Endothelial,MANSC1
0.681,0.351450353,0.362,0.351450353,0.43,0.056,Endothelial,FRY
0.68,0.431961844,0.36,0.431961844,0.707,0.422,Endothelial,COX5A
0.68,0.426238495,0.36,0.426238495,0.781,0.467,Endothelial,RAB5C
0.68,0.397970911,0.36,0.397970911,0.397,0.033,Endothelial,C4orf32
0.68,0.394760935,0.36,0.394760935,0.591,0.22,Endothelial,IQGAP1
0.68,0.39027212,0.36,0.39027212,0.562,0.183,Endothelial,CRK
0.679,0.433486391,0.358,0.433486391,0.413,0.05,Endothelial,TBC1D1
0.679,0.411303792,0.358,0.411303792,0.376,0.016,Endothelial,LYL1
0.679,0.40748614,0.358,0.40748614,0.917,0.737,Endothelial,KLF4
0.679,0.389677531,0.358,0.389677531,0.694,0.345,Endothelial,LINC01420
0.679,0.343227085,0.358,0.343227085,0.992,0.969,Endothelial,HSPB1
0.678,0.54168391,0.356,0.54168391,0.421,0.071,Endothelial,LPCAT4
0.678,0.538746207,0.356,0.538746207,0.376,0.019,Endothelial,RASA4
0.678,0.366819963,0.356,0.366819963,0.917,0.799,Endothelial,COX6C
0.677,0.534361727,0.354,0.534361727,0.36,0.005,Endothelial,MEOX1
0.677,0.446125713,0.354,0.446125713,0.384,0.029,Endothelial,NUDT14
0.677,0.4376598,0.354,0.4376598,0.864,0.652,Endothelial,GPX1
0.677,0.39605984,0.354,0.39605984,0.682,0.338,Endothelial,ADRM1
0.677,0.38973856,0.354,0.38973856,0.355,0.002,Endothelial,NOS3
0.677,0.385665628,0.354,0.385665628,0.839,0.522,Endothelial,SYPL1
0.677,0.385061723,0.354,0.385061723,0.508,0.138,Endothelial,PELO
0.677,0.369496464,0.354,0.369496464,0.364,0.008,Endothelial,SPNS2
0.677,0.35384835,0.354,0.35384835,0.595,0.22,Endothelial,PEA15
0.676,0.422869538,0.352,0.422869538,0.512,0.156,Endothelial,APOL3
0.676,0.409863576,0.352,0.409863576,0.599,0.246,Endothelial,NDUFA8
0.676,0.40055504,0.352,0.40055504,0.657,0.314,Endothelial,MGMT
0.676,0.398397336,0.352,0.398397336,0.839,0.582,Endothelial,MRPL33
0.676,0.279468738,0.352,0.279468738,0.955,0.837,Endothelial,DSTN
0.324,-0.286201735,0.352,-0.286201735,0.942,0.997,Endothelial,MT-CO3
0.324,-0.748826293,0.352,-0.748826293,0.269,0.509,Endothelial,GSTM3
0.675,0.89875699,0.35,0.89875699,0.355,0.005,Endothelial,EDN1
0.675,0.610178891,0.35,0.610178891,0.417,0.066,Endothelial,HBEGF
0.675,0.462655471,0.35,0.462655471,0.351,0.001,Endothelial,AC116035.1
0.675,0.449646433,0.35,0.449646433,0.438,0.085,Endothelial,MAST4
0.675,0.441593244,0.35,0.441593244,0.355,0.004,Endothelial,BAALC
0.675,0.425063694,0.35,0.425063694,0.785,0.469,Endothelial,EMP1
0.675,0.365846626,0.35,0.365846626,0.727,0.372,Endothelial,TMEM173
0.325,-0.719521584,0.35,-0.719521584,0.227,0.508,Endothelial,LAMA4
0.674,0.576763619,0.348,0.576763619,0.36,0.012,Endothelial,AIF1L
0.674,0.508377765,0.348,0.508377765,0.364,0.015,Endothelial,EXOC6
0.674,0.384176046,0.348,0.384176046,0.413,0.058,Endothelial,MYO1B
0.674,0.275930618,0.348,0.275930618,0.942,0.8,Endothelial,S100A10
0.673,0.61323626,0.346,0.61323626,0.587,0.272,Endothelial,COL15A1
0.673,0.55447854,0.346,0.55447854,0.347,0.002,Endothelial,PLA1A
0.673,0.396635417,0.346,0.396635417,0.587,0.229,Endothelial,MYO1C
0.673,0.368140724,0.346,0.368140724,0.868,0.603,Endothelial,CD151
0.673,0.35222693,0.346,0.35222693,0.36,0.015,Endothelial,FZD6
0.327,-0.664891075,0.346,-0.664891075,0.426,0.6,Endothelial,FHL1
0.672,0.400238223,0.344,0.400238223,0.752,0.447,Endothelial,CHMP5
0.672,0.352480828,0.344,0.352480828,0.38,0.032,Endothelial,TJP2
0.672,0.345507883,0.344,0.345507883,0.372,0.023,Endothelial,RASAL2
0.328,-0.66550474,0.344,-0.66550474,0.033,0.366,Endothelial,PITX1
0.328,-0.706767575,0.344,-0.706767575,0.045,0.375,Endothelial,HAAO
0.671,0.417820258,0.342,0.417820258,0.591,0.241,Endothelial,CD46
0.671,0.390575783,0.342,0.390575783,0.347,0.004,Endothelial,DOC2B
0.671,0.384020059,0.342,0.384020059,0.814,0.608,Endothelial,SNU13
0.67,0.648319796,0.34,0.648319796,0.347,0.008,Endothelial,ZNF385D
0.67,0.511892479,0.34,0.511892479,0.512,0.171,Endothelial,SNAI1
0.67,0.46985535,0.34,0.46985535,0.682,0.375,Endothelial,GMFG
0.67,0.398001068,0.34,0.398001068,0.45,0.104,Endothelial,TBC1D15
0.67,0.395638885,0.34,0.395638885,0.372,0.028,Endothelial,LGALS9
0.67,0.393761441,0.34,0.393761441,0.512,0.157,Endothelial,ITGA5
0.67,0.390089532,0.34,0.390089532,0.347,0.007,Endothelial,ANKRD29
0.67,0.352624556,0.34,0.352624556,0.347,0.007,Endothelial,TMCC3
0.67,0.346674739,0.34,0.346674739,0.504,0.148,Endothelial,RGL2
0.67,0.316906068,0.34,0.316906068,0.983,0.944,Endothelial,GAPDH
0.33,-0.642829379,0.34,-0.642829379,0.149,0.44,Endothelial,TMEM98
0.669,0.522599852,0.338,0.522599852,0.624,0.303,Endothelial,COL4A1
0.669,0.394504642,0.338,0.394504642,0.467,0.118,Endothelial,UBE2F
0.669,0.390852379,0.338,0.390852379,0.512,0.16,Endothelial,SKIL
0.669,0.383988276,0.338,0.383988276,0.376,0.034,Endothelial,FGD5
0.669,0.360647297,0.338,0.360647297,0.798,0.506,Endothelial,PGK1
0.669,0.352258089,0.338,0.352258089,0.57,0.216,Endothelial,OSTF1
0.669,0.334276693,0.338,0.334276693,0.57,0.205,Endothelial,CRBN
0.331,-0.736388373,0.338,-0.736388373,0.095,0.407,Endothelial,GGT5
0.331,-1.414242558,0.338,-1.414242558,0.161,0.449,Endothelial,FRZB
0.668,0.485179603,0.336,0.485179603,0.368,0.029,Endothelial,IFI44L
0.668,0.402493744,0.336,0.402493744,0.405,0.067,Endothelial,ARRDC1
0.668,0.385882301,0.336,0.385882301,0.5,0.15,Endothelial,TJP1
0.668,0.373255881,0.336,0.373255881,0.351,0.013,Endothelial,FRMD4B
0.668,0.364903487,0.336,0.364903487,0.653,0.301,Endothelial,DPYSL2
0.668,0.352268862,0.336,0.352268862,0.909,0.776,Endothelial,COX5B
0.332,-0.909706118,0.336,-0.909706118,0.091,0.407,Endothelial,EDNRB
0.667,0.49835503,0.334,0.49835503,0.587,0.266,Endothelial,CD55
0.667,0.405463952,0.334,0.405463952,0.36,0.024,Endothelial,HSPA12B
0.667,0.374287026,0.334,0.374287026,0.339,0.004,Endothelial,NPR1
0.667,0.367153886,0.334,0.367153886,0.417,0.078,Endothelial,MLLT4
0.667,0.357327555,0.334,0.357327555,0.393,0.053,Endothelial,SMAGP
0.667,0.351646455,0.334,0.351646455,0.417,0.078,Endothelial,FAM65A
0.667,0.34982303,0.334,0.34982303,0.806,0.581,Endothelial,TCF4
0.333,-0.609917067,0.334,-0.609917067,0.05,0.376,Endothelial,PTGER2
0.666,0.428829053,0.332,0.428829053,0.335,0.002,Endothelial,ADGRG1
0.666,0.400949845,0.332,0.400949845,0.616,0.287,Endothelial,RBM17
0.666,0.388254644,0.332,0.388254644,0.566,0.217,Endothelial,SKAP2
0.666,0.379904113,0.332,0.379904113,0.798,0.537,Endothelial,NUCB1
0.666,0.37968796,0.332,0.37968796,0.616,0.285,Endothelial,POLE4
0.334,-0.725600377,0.332,-0.725600377,0.269,0.527,Endothelial,RGS2
0.334,-1.454444111,0.332,-1.454444111,0.153,0.441,Endothelial,F3
0.334,-2.151066269,0.332,-2.151066269,0.215,0.468,Endothelial,CCL8
0.665,0.512257947,0.33,0.512257947,0.409,0.076,Endothelial,PTP4A3
0.665,0.45824924,0.33,0.45824924,0.335,0.004,Endothelial,KRT222
0.665,0.437522209,0.33,0.437522209,0.752,0.437,Endothelial,MGLL
0.665,0.37951334,0.33,0.37951334,0.636,0.307,Endothelial,CCT6A
0.665,0.366134925,0.33,0.366134925,0.455,0.118,Endothelial,GRAMD1A
0.665,0.364512087,0.33,0.364512087,0.393,0.059,Endothelial,ELMO1
0.665,0.31266007,0.33,0.31266007,0.421,0.08,Endothelial,KBTBD2
0.335,-0.803402168,0.33,-0.803402168,0.128,0.416,Endothelial,ZEB2
0.664,0.474151147,0.328,0.474151147,0.343,0.014,Endothelial,PLLP
0.664,0.382895619,0.328,0.382895619,0.76,0.463,Endothelial,DNAJB6
0.664,0.382486698,0.328,0.382486698,0.446,0.113,Endothelial,CNDP2
0.664,0.382135715,0.328,0.382135715,0.624,0.292,Endothelial,IMP3
0.664,0.35190175,0.328,0.35190175,0.707,0.401,Endothelial,GSTK1
0.336,-0.891298457,0.328,-0.891298457,0.442,0.591,Endothelial,MFGE8
0.336,-1.077498699,0.328,-1.077498699,0.194,0.465,Endothelial,FN1
0.336,-2.262345983,0.328,-2.262345983,0.198,0.457,Endothelial,CCL11
0.663,0.366368982,0.326,0.366368982,0.674,0.348,Endothelial,LAMTOR2
0.337,-0.814158573,0.326,-0.814158573,0.19,0.462,Endothelial,THY1
0.337,-0.875747319,0.326,-0.875747319,0.355,0.561,Endothelial,PRNP
0.662,0.518598272,0.324,0.518598272,0.384,0.061,Endothelial,CX3CL1
0.662,0.407111475,0.324,0.407111475,0.434,0.099,Endothelial,FAM43A
0.662,0.404932241,0.324,0.404932241,0.488,0.159,Endothelial,MRPL17
0.662,0.374911946,0.324,0.374911946,0.798,0.571,Endothelial,ENY2
0.662,0.35130464,0.324,0.35130464,0.558,0.219,Endothelial,DYNC1LI2
0.662,0.327999582,0.324,0.327999582,0.541,0.197,Endothelial,MACF1
0.662,0.312746516,0.324,0.312746516,0.649,0.302,Endothelial,TXNDC12
0.338,-0.470429697,0.324,-0.470429697,0.996,0.997,Endothelial,JUNB
0.661,0.849886124,0.322,0.849886124,0.335,0.013,Endothelial,CYP1B1
0.661,0.425704936,0.322,0.425704936,0.533,0.224,Endothelial,BRI3
0.661,0.37643011,0.322,0.37643011,0.678,0.361,Endothelial,BAX
0.661,0.35739068,0.322,0.35739068,0.36,0.034,Endothelial,DGKZ
0.661,0.341387743,0.322,0.341387743,0.868,0.732,Endothelial,HINT1
0.661,0.333697865,0.322,0.333697865,0.653,0.33,Endothelial,SRSF4
0.339,-0.62517726,0.322,-0.62517726,0.632,0.756,Endothelial,MYADM
0.339,-0.794390891,0.322,-0.794390891,0.14,0.424,Endothelial,WFDC1
0.66,0.592163717,0.32,0.592163717,0.384,0.068,Endothelial,INSR
0.66,0.48796727,0.32,0.48796727,0.322,0.003,Endothelial,RUNDC3B
0.66,0.485004239,0.32,0.485004239,0.512,0.191,Endothelial,CCND1
0.66,0.401103549,0.32,0.401103549,0.525,0.199,Endothelial,ACAT1
0.66,0.34292848,0.32,0.34292848,0.417,0.087,Endothelial,NTN4
0.659,0.422791669,0.318,0.422791669,0.674,0.372,Endothelial,NKX2-3
0.659,0.319342008,0.318,0.319342008,0.496,0.156,Endothelial,TNFRSF10D
0.659,0.315289311,0.318,0.315289311,0.517,0.171,Endothelial,A4GALT
0.659,0.313978004,0.318,0.313978004,0.442,0.111,Endothelial,HDAC7
0.658,1.212768947,0.316,1.212768947,0.376,0.077,Endothelial,CPE
0.658,0.397745617,0.316,0.397745617,0.455,0.141,Endothelial,BTN3A2
0.658,0.360179308,0.316,0.360179308,0.702,0.386,Endothelial,PDCD6
0.658,0.30384915,0.316,0.30384915,0.616,0.26,Endothelial,DAB2
0.342,-0.840808459,0.316,-0.840808459,0.107,0.395,Endothelial,ACKR3
0.657,0.398727131,0.314,0.398727131,0.36,0.043,Endothelial,TMTC1
0.657,0.37929875,0.314,0.37929875,0.492,0.183,Endothelial,SYNGR2
0.657,0.37839487,0.314,0.37839487,0.331,0.015,Endothelial,LRRC8C
0.657,0.375716066,0.314,0.375716066,0.318,0.003,Endothelial,EXOC3L2
0.657,0.373025382,0.314,0.373025382,0.38,0.06,Endothelial,RAI14
0.657,0.354591177,0.314,0.354591177,0.579,0.261,Endothelial,C20orf24
0.657,0.334071135,0.314,0.334071135,0.574,0.237,Endothelial,TEX264
0.657,0.331698908,0.314,0.331698908,0.785,0.533,Endothelial,TSPO
0.657,0.300105044,0.314,0.300105044,0.512,0.176,Endothelial,NMI
0.657,0.293809957,0.314,0.293809957,0.55,0.2,Endothelial,NTPCR
0.343,-0.536195849,0.314,-0.536195849,0.248,0.514,Endothelial,TFPI
0.656,0.465161491,0.312,0.465161491,0.347,0.035,Endothelial,LEPR
0.656,0.403008354,0.312,0.403008354,0.421,0.096,Endothelial,IFIT3
0.656,0.350781515,0.312,0.350781515,0.314,0.002,Endothelial,USHBP1
0.656,0.327254637,0.312,0.327254637,0.504,0.17,Endothelial,CPNE8
0.656,0.32323463,0.312,0.32323463,0.554,0.218,Endothelial,WWTR1
0.656,0.29452345,0.312,0.29452345,0.488,0.151,Endothelial,MAPK3
0.344,-0.611481477,0.312,-0.611481477,0.864,0.897,Endothelial,IRF1
0.655,0.634250178,0.31,0.634250178,0.318,0.008,Endothelial,TFF3
0.655,0.440134724,0.31,0.440134724,0.318,0.008,Endothelial,SEMA6A
0.655,0.432570396,0.31,0.432570396,0.405,0.095,Endothelial,LXN
0.655,0.399800934,0.31,0.399800934,0.595,0.285,Endothelial,GNAI3
0.655,0.377768065,0.31,0.377768065,0.81,0.634,Endothelial,CSTB
