,DE_fc_tumor_over_normal,DE_p_normal_vs_tumor,p_adjusted_qvalue
chr4:71569463-71673032_RUFY3_ENSG00000018189.8,0.072206488,0.094600519,0.581354036
chr3:149235021-149454501_WWTR1_ENSG00000018408.10,0.010447564,0.748926379,0.940531481
chr2:178092322-178408564_AGPS_ENSG00000018510.8,-0.006687247,0.736127057,0.940531481
chrX:118672111-118699397_CXorf56_ENSG00000018610.9,0.015047191,0.567522325,0.940531481
chr1:160085548-160113381_ATP1A2_ENSG00000018625.10,0.008787519,0.810858269,0.940531481
chr2:32853098-33046118_TTC27_ENSG00000018699.7,-0.013578225,0.824904219,0.940531481
chr11:124617367-124635832_VSIG2_ENSG00000019102.7,-0.480387141,1.09E-14,1.24E-11
chr11:118477154-118550399_PHLDB1_ENSG00000019144.12,-0.061290112,0.015956043,0.224488396
chr20:52769987-52790512_CYP24A1_ENSG00000019186.5,0.025101187,0.498001488,0.940531481
chr11:45115563-45256843_PRDM11_ENSG00000019485.8,0.012339623,0.711694784,0.940531481
chr11:45261851-45307870_SYT13_ENSG00000019505.3,-0.104180861,0.090740489,0.57023236
chr5:149781199-149792492_CD74_ENSG00000019582.10,-0.281838957,0.00846284,0.145176963
chr10:126605711-126849739_ZRANB1_ENSG00000019995.6,0.01410134,0.552818279,0.940531481
chr1:35899090-36032875_NCDN_ENSG00000020129.11,0.004156778,0.824793817,0.940531481
chr20:50668201-50820847_ZFP64_ENSG00000020256.15,-0.041629724,0.542671055,0.940531481
chr14:61201459-61550451_MNAT1_ENSG00000020426.6,0.08703942,0.218401223,0.849652708
chr14:55033814-55260033_SAMD4A_ENSG00000020577.9,0.010055305,0.579642549,0.940531481
chr1:25226001-25291612_RUNX3_ENSG00000020633.14,0.019424675,0.539859936,0.940531481
chr11:94152894-94232749_MRE11A_ENSG00000020922.8,-0.004023511,0.413992975,0.940531481
chr11:73357222-73373864_PLEKHB1_ENSG00000021300.9,-0.012043826,0.555524743,0.940531481
chr6:2832565-2842240_SERPINB1_ENSG00000021355.8,0.25644077,0.003071737,0.074273552
chr19:33321414-33360672_SLC7A9_ENSG00000021488.8,0.005043011,0.881607192,0.940531481
chr2:32288679-32382706_SPAST_ENSG00000021574.7,0.010025449,0.74638755,0.940531481
chr14:78708733-80330762_NRXN3_ENSG00000021645.13,0.021111607,0.49830327,0.940531481
chr11:3108345-3187969_OSBPL5_ENSG00000021762.15,0.002506463,0.909484479,0.940531481
chr15:35147731-35262040_AQR_ENSG00000021776.6,-0.015814223,0.904697117,0.940531481
chr2:211342405-211543831_CPS1_ENSG00000021826.10,0.007734549,0.834079277,0.940531481
chrX:135229558-135293518_FHL1_ENSG00000022267.12,0.004088262,0.894123831,0.940531481
chr20:55043646-55101198_RTFDC1_ENSG00000022277.8,0.263685572,0.000392693,0.017516082
chr5:161274196-161326975_GABRA1_ENSG00000022355.10,0.008582568,0.815596547,0.940531481
chr8:142217264-142318404_SLC45A4_ENSG00000022567.5,0.024715901,0.431320428,0.940531481
chr12:120941076-121015397_RNF10_ENSG00000022840.11,0.030739487,0.511428486,0.940531481
chr14:102783713-102829253_ZNF839_ENSG00000022976.11,0.079553032,0.065752127,0.496299767
chr10:114190057-114206672_ZDHHC6_ENSG00000023041.7,0.031425168,0.402884043,0.940531481
chr11:123396343-123498482_GRAMD1B_ENSG00000023171.10,0.006690085,0.782932222,0.940531481
chr11:494511-507300_RNH1_ENSG00000023191.12,0.012200373,0.788892579,0.940531481
chr2:206979540-207027652_NDUFS1_ENSG00000023228.9,-0.019257079,0.835321173,0.940531481
chr8:53535015-53658403_RB1CC1_ENSG00000023287.8,0.157505171,0.020344198,0.26131944
chr9:102741460-102861322_ERP44_ENSG00000023318.7,-0.076124316,0.030078314,0.331635511
chr3:52232101-52248343_ALAS1_ENSG00000023330.10,-0.003491749,0.62712666,0.940531481
chr11:102188214-102210134_BIRC3_ENSG00000023445.9,0.010877867,0.780780903,0.940531481
chr13:42846288-42897396_AKAP11_ENSG00000023516.7,0.027128247,0.364982221,0.940531481
chr1:193065597-193075244_GLRX2_ENSG00000023572.4,-0.013303685,0.610322522,0.940531481
chr14:62147758-62263146_SNAPC1_ENSG00000023608.4,0.00311417,0.904343874,0.940531481
chr12:16064105-16190220_DERA_ENSG00000023697.8,-0.000880401,0.588609079,0.940531481
chr12:16035324-16056412_STRAP_ENSG00000023734.6,0.133326363,0.407148142,0.940531481
chr10:101542488-101611949_ABCC2_ENSG00000023839.6,0.018357342,0.575795261,0.940531481
chr6:35265594-35289548_DEF6_ENSG00000023892.9,0.029010278,0.676001158,0.940531481
chr1:94350760-94374966_GCLM_ENSG00000023909.5,0.006543022,0.723475812,0.940531481
chr6:42531799-42661242_UBR2_ENSG00000024048.6,-0.04174876,0.64514964,0.940531481
chr1:68939834-69004310_DEPDC1_ENSG00000024526.12,0.022780056,0.503726582,0.940531481
chr6:139094656-139114456_CCDC28A_ENSG00000024862.12,0.032322945,0.317568506,0.940531481
chr6:122720690-122754264_HSF2_ENSG00000025156.8,0.022598988,0.444918236,0.940531481
chr20:34359895-34538303_PHF20_ENSG00000025293.11,0.304718215,9.04E-05,0.005944278
chr11:47260852-47290396_NR1H3_ENSG00000025434.14,0.062180028,0.148424172,0.716822174
chr22:50961996-50971009_TYMP_ENSG00000025708.8,0.024347353,0.454600649,0.940531481
chr22:50946644-50961901_NCAPH2_ENSG00000025770.14,-0.042747685,0.516288993,0.940531481
chr20:43538702-43589127_TOMM34_ENSG00000025772.7,0.006392302,0.579612964,0.940531481
chr6:108188959-108281190_SEC63_ENSG00000025796.9,-0.012776071,0.819195503,0.940531481
chr1:32573638-32642169_KPNA6_ENSG00000025800.9,-0.046890013,0.611185557,0.940531481
chr10:17256237-17279592_VIM_ENSG00000026025.9,-0.014061151,0.967929165,0.974149579
chr10:90639490-90775542_FAS_ENSG00000026103.15,0.019446672,0.546164987,0.940531481
chr6:166822851-167370679_RNASET2_ENSG00000026297.11,0.002546105,0.673855427,0.940531481
chr11:35160416-35253949_CD44_ENSG00000026508.12,0.319676988,0.000747371,0.027505989
chr6:26402464-26415444_BTN3A1_ENSG00000026950.12,-0.10917455,0.009953144,0.162372852
chr13:24304327-24476794_MIPEP_ENSG00000027001.7,0.167344021,0.00378734,0.085690323
chr14:61654276-62125414_PRKCH_ENSG00000027075.9,0.003128619,0.834283093,0.940531481
chr6:137518620-137540586_IFNGR1_ENSG00000027697.8,0.02945857,0.391220705,0.940531481
chr5:177027100-177037348_B4GALT7_ENSG00000027847.9,0.016860223,0.628030729,0.940531481
chr1:156776034-156851642_SH2D2A_ENSG00000027869.7,0.003648196,0.899055348,0.940531481
chr2:58134785-58468821_VRK2_ENSG00000028116.12,-0.029095393,0.63585636,0.940531481
chr1:12227059-12269285_TNFRSF1B_ENSG00000028137.12,0.029972486,0.327318368,0.940531481
chr12:95611521-95696566_VEZT_ENSG00000028203.13,0.046136533,0.274360541,0.91860732
chr19:42590262-42700737_POU2F2_ENSG00000028277.16,0.002441456,0.909982377,0.940531481
chr5:710470-919472_BRD9_ENSG00000028310.13,0.040766122,0.186686181,0.800173138
chr15:64386321-64438289_SNX1_ENSG00000028528.10,0.015636577,0.790492634,0.940531481
chr6:134273307-134373774_TBPL1_ENSG00000028839.5,0.049147497,0.233438753,0.867551086
chr12:27485786-27599558_ARNTL2_ENSG00000029153.10,0.010184691,0.749737142,0.940531481
chr6:136578000-136610989_BCLAF1_ENSG00000029363.11,0.276377135,0.007115971,0.130807967
chr14:69846847-69929105_SLC39A9_ENSG00000029364.7,-0.03431381,0.741706966,0.940531481
chr6:155054458-155635627_TFB1M_ENSG00000029639.6,0.015971921,0.333171017,0.940531481
chr17:5185557-5372380_RABEP1_ENSG00000029725.12,0.025533993,0.659850248,0.940531481
chrX:150148981-150159248_HMGB3_ENSG00000029993.10,-0.143568102,0.085894813,0.558118091
chr11:47799638-47870107_NUP160_ENSG00000030066.9,0.035517143,0.502324495,0.940531481
chr6:33540328-33548019_BAK1_ENSG00000030110.8,0.018381007,0.537529035,0.940531481
chr2:213446080-214017151_IKZF2_ENSG00000030419.12,0.008344068,0.768721398,0.940531481
chr17:42422613-42430470_GRN_ENSG00000030582.12,-0.347648441,0.008166241,0.141682347
chr5:137150021-137387650_FAM13B_ENSG00000031003.6,0.082153597,0.144748571,0.706079647
chr6:49431090-49460820_CENPQ_ENSG00000031691.6,-0.01417341,0.651904515,0.940531481
chr1:109756539-109780791_SARS_ENSG00000031698.8,0.102926575,0.158032021,0.739474461
chr19:5916149-5978153_RANBP3_ENSG00000031823.10,0.028212732,0.381192011,0.940531481
chr14:58765102-58862359_ARID4A_ENSG00000032219.14,0.016826466,0.544193528,0.940531481
chr2:3192695-3381653_TSSC1_ENSG00000032389.8,0.053441713,0.386170492,0.940531481
chr19:7587511-7626650_PNPLA6_ENSG00000032444.11,-0.006128904,0.798072583,0.940531481
chr13:21140584-21265503_IFT88_ENSG00000032742.13,0.053393451,0.35798593,0.940531481
chr16:4932507-5147809_ALG1_ENSG00000033011.7,0.012190393,0.721023985,0.940531481
chr12:122957416-122985518_ZCCHC8_ENSG00000033030.9,0.067272343,0.249638609,0.888294149
chr7:150904922-150924316_ABCF2_ENSG00000033050.3,-0.036612579,0.469790625,0.940531481
chr7:150929574-150974982_CHPF2_ENSG00000033100.10,0.008722918,0.708901113,0.940531481
chr1:70034080-70671303_LRRC7_ENSG00000033122.14,0.0045932,0.887812685,0.940531481
chr14:65877309-66210839_FUT8_ENSG00000033170.12,0.179084485,0.007836464,0.139260809
chr4:68478369-68566897_UBA6_ENSG00000033178.8,0.175895926,0.001808186,0.052203536
chr11:77926342-78285919_GAB2_ENSG00000033327.8,0.021843357,0.48807913,0.940531481
chr17:40610861-40674629_ATP6V0A1_ENSG00000033627.10,0.067351672,0.234613948,0.869482425
chr15:68346516-68549549_PIAS1_ENSG00000033800.9,0.134589944,0.041005988,0.391643867
chr3:27414213-27525911_SLC4A7_ENSG00000033867.12,0.040346374,0.304301548,0.940531481
chr19:4903091-4962165_UHRF1_ENSG00000034063.9,0.022021903,0.39944651,0.940531481
chr17:21187983-21218552_MAP2K3_ENSG00000034152.14,0.000962959,0.729594237,0.940531481
chr2:85048773-85134132_TMSB10_ENSG00000034510.4,-1.418991937,1.26E-09,4.51E-07
chr3:130569438-131100319_ASTE1_ENSG00000034533.7,0.01695883,0.563274015,0.940531481
chr8:101170133-101348446_RNF19A_ENSG00000034677.7,-0.12621196,0.109948251,0.619634754
chr6:143771943-143832827_PEX3_ENSG00000034693.10,0.021514791,0.674384958,0.940531481
chr16:75562429-75657198_GABARAPL2_ENSG00000034713.3,0.060306368,0.653836567,0.940531481
chr2:217729-278283_SH3YL1_ENSG00000035115.17,0.142593175,0.041185904,0.393048379
chr2:70523106-70529222_FAM136A_ENSG00000035141.3,0.037012648,0.205120518,0.832738527
chr10:75757871-75879918_VCL_ENSG00000035403.12,-0.091260698,0.081183941,0.54476263
chr5:59892738-59996017_DEPDC1B_ENSG00000035499.8,0.055954181,0.154243566,0.730471986
chr15:64199234-64364232_DAPK2_ENSG00000035664.7,0.028828954,0.304951313,0.940531481
chr8:59496062-59572403_NSMAF_ENSG00000035681.3,0.016432246,0.699958788,0.940531481
chr1:244515936-244615436_ADSS_ENSG00000035687.9,0.035451806,0.31268147,0.940531481
chr4:68424445-68473055_STAP1_ENSG00000035720.3,0.00086759,0.919417031,0.940531481
chr17:76849058-76921469_TIMP2_ENSG00000035862.8,0.003743723,0.827832701,0.940531481
chr4:39289075-39367995_RFC1_ENSG00000035928.10,0.020269609,0.122212082,0.648961401
chr3:99979843-100044095_TBC1D23_ENSG00000036054.8,0.027853035,0.790418854,0.940531481
chr2:225334866-225450110_CUL3_ENSG00000036257.8,0.076668755,0.097500035,0.589277078
chrX:37208527-38548169_OTC_ENSG00000036473.6,-0.035017878,0.499705119,0.940531481
chr1:78028100-78149104_ZZZ3_ENSG00000036549.8,-0.032854202,0.568417989,0.940531481
chr8:20002365-20040717_SLC18A1_ENSG00000036565.10,0.003490275,0.900697418,0.940531481
chr5:172381788-172396774_RPL26L1_ENSG00000037241.3,0.126277192,0.106998772,0.614270249
chr5:6599351-6633404_NSUN2_ENSG00000037474.10,0.043481743,0.40947525,0.940531481
chr1:16573333-16678949_FBXO42_ENSG00000037637.6,0.008689894,0.826167141,0.940531481
chr5:153369687-153825410_MFAP3_ENSG00000037749.7,-0.033080665,0.619458712,0.940531481
chr19:13875345-13889276_MRI1_ENSG00000037757.9,0.014701804,0.789414728,0.940531481
chr12:58156116-58212487_METTL1_ENSG00000037897.12,-0.023406484,0.565622904,0.940531481
chr4:178351923-178363657_AGA_ENSG00000038002.4,0.020526087,0.55984611,0.940531481
chr4:25162262-25280714_PI4K2B_ENSG00000038210.9,-0.003619594,0.885815174,0.940531481
chr4:13570361-13629347_BOD1L1_ENSG00000038219.8,-0.049359383,0.330385743,0.940531481
chr5:162930119-162946342_MAT2B_ENSG00000038274.12,0.026110501,0.150565518,0.72126439
chr16:67906925-67922758_EDC4_ENSG00000038358.10,-0.031243286,0.570152619,0.940531481
chr5:14143810-14532235_TRIO_ENSG00000038382.13,0.081779933,0.105298272,0.609737287
chr5:82767283-82878122_VCAN_ENSG00000038427.11,0.006492908,0.782963209,0.940531481
chr16:11038344-11276046_CLEC16A_ENSG00000038532.10,0.008585008,0.793150198,0.940531481
chr8:15965386-16424999_MSR1_ENSG00000038945.10,-0.001895778,0.507436314,0.940531481
chr16:68771127-68869451_CDH1_ENSG00000039068.14,-0.039585024,0.58465974,0.940531481
chr5:54603587-54830878_SKIV2L2_ENSG00000039123.11,0.014968839,0.687303354,0.940531481
chr5:79703831-79775169_ZFYVE16_ENSG00000039319.12,-0.063011399,0.396009263,0.940531481
chr16:67552320-67580691_FAM65A_ENSG00000039523.13,0.012444138,0.630305084,0.940531481
chr5:34656341-34832732_RAI14_ENSG00000039560.9,0.013843147,0.717179236,0.940531481
chr19:50364460-50371166_PNKP_ENSG00000039650.5,0.088389262,0.059539621,0.476525236
chr16:71657610-71758604_PHLPP2_ENSG00000040199.14,-0.043350339,0.040024076,0.386392768
chr5:169010637-169031782_SPDL1_ENSG00000040275.12,0.024704449,0.4290796,0.940531481
chr8:74332238-74791145_STAU2_ENSG00000040341.13,0.011913879,0.609859347,0.940531481
chr17:3539761-3564836_CTNS_ENSG00000040531.10,0.008402349,0.756296377,0.940531481
chr17:7138346-7143041_PHF23_ENSG00000040633.8,0.033745134,0.580405741,0.940531481
chr2:99061316-99210853_INPP4A_ENSG00000040933.11,0.009251925,0.700375276,0.940531481
chr18:52385090-52565314_RAB27B_ENSG00000041353.5,0.010248026,0.744678536,0.940531481
chr15:78832746-78841604_PSMA4_ENSG00000041357.11,-0.186666018,0.143867857,0.703918004
chr3:194304739-194393206_LSG1_ENSG00000041802.6,-0.021636254,0.930144725,0.946116646
chr3:51976360-51982883_PARP3_ENSG00000041880.10,-0.003941775,0.747093064,0.940531481
chr1:6684925-6761984_THAP3_ENSG00000041988.11,0.006004893,0.866579528,0.940531481
chr14:90421282-90511106_TDP1_ENSG00000042088.9,0.028727835,0.540099861,0.940531481
chr10:71812551-71892690_AIFM2_ENSG00000042286.10,0.002493484,0.909584658,0.940531481
chr14:88851267-89021077_SPATA7_ENSG00000042317.12,0.036634538,0.256577663,0.900393304
chr11:93394804-93547861_MED17_ENSG00000042429.6,-0.081949936,0.270626461,0.91377453
chr2:85569210-85618875_RETSAT_ENSG00000042445.9,-0.078019525,0.017139244,0.233807033
chr2:85621870-85645555_CAPG_ENSG00000042493.11,0.081104952,0.12479852,0.65746863
chr19:47341392-47354249_AP2S1_ENSG00000042753.7,0.021443688,0.381586019,0.940531481
chr8:133879202-134147147_TG_ENSG00000042832.7,0.004441128,0.821246264,0.940531481
chr8:24151552-24769586_ADAM28_ENSG00000042980.8,0.03234012,0.277402052,0.922449168
chr11:129245834-129322171_BARX2_ENSG00000043039.5,-0.014251358,0.879605858,0.940531481
chr3:182655861-182703741_DCUN1D1_ENSG00000043093.9,-0.030566111,0.64294759,0.940531481
chr5:133860002-133918918_PHF15_ENSG00000043143.16,0.032211628,0.28922426,0.929819324
chr13:100634025-100639018_ZIC2_ENSG00000043355.6,0.092411029,0.063044778,0.48876392
chr5:169659450-169725231_LCP2_ENSG00000043462.7,0.00788323,0.658769394,0.940531481
chr1:40306722-40349183_TRIT1_ENSG00000043514.11,-0.010798779,0.360654387,0.940531481
chr10:115803805-115806667_ADRB1_ENSG00000043591.4,0.008455908,0.818470857,0.940531481
chr1:42619091-42621495_GUCA2B_ENSG00000044012.3,-0.135675165,0.000126932,0.007658449
chr6:43005354-43042837_CUL7_ENSG00000044090.4,0.020794979,0.516010296,0.940531481
chr5:137946655-138270723_CTNNA1_ENSG00000044115.16,-0.102030789,0.323512898,0.940531481
chrX:18908413-19002716_PHKA2_ENSG00000044446.7,-0.038284184,0.428546409,0.940531481
chr9:127997131-128003609_HSPA5_ENSG00000044574.7,0.34063214,0.00132596,0.04155887
chr18:29078005-29136874_DSG2_ENSG00000046604.8,-0.035566343,0.136468054,0.685486077
chrX:14026397-14048012_GEMIN8_ENSG00000046647.9,0.038109719,0.433790233,0.940531481
chrX:13752831-13787480_OFD1_ENSG00000046651.10,0.200128411,0.110410878,0.620379507
chrX:13789149-13956757_GPM6B_ENSG00000046653.10,0.019525699,0.481374481,0.940531481
chr10:1095477-1178237_WDR37_ENSG00000047056.10,0.020758922,0.514851045,0.940531481
chr5:112849379-112930982_YTHDC2_ENSG00000047188.11,-0.080168095,0.035621867,0.362839541
chrX:16606125-16731059_CTPS2_ENSG00000047230.10,0.063302669,0.14466555,0.705933944
chr8:54628116-54756118_ATP6V1H_ENSG00000047249.12,-0.036719312,0.608644672,0.940531481
chr4:57829535-58071676_POLR2B_ENSG00000047315.10,0.067468962,0.239399081,0.874119447
chr15:52870038-53002014_FAM214A_ENSG00000047346.8,-0.020899976,0.493551777,0.940531481
chr4:35949842-36275842_ARAP2_ENSG00000047365.7,0.076528716,0.123325958,0.652415703
chr1:186265404-186344825_TPR_ENSG00000047410.9,-0.002098132,0.380860661,0.940531481
chr3:148847370-148939842_CP_ENSG00000047457.9,0.11775622,0.10084353,0.597480683
chr16:27561453-27791690_KIAA0556_ENSG00000047578.8,0.010650552,0.66825029,0.940531481
chr6:15523031-15663289_DTNBP1_ENSG00000047579.15,-0.036251418,0.287945936,0.929652562
chr12:5641034-6055398_ANO2_ENSG00000047617.10,0.007984826,0.776108518,0.940531481
chr12:4596893-4647674_C12orf4_ENSG00000047621.7,0.051951779,0.165768855,0.757422148
chrX:17755587-17773105_SCML1_ENSG00000047634.10,0.099856464,0.036554054,0.367427461
chrX:9983601-10112518_WWC3_ENSG00000047644.13,-0.036722259,0.595510168,0.940531481
chrX:11129420-11683821_ARHGAP6_ENSG00000047648.17,0.015072865,0.674413137,0.940531481
chr4:17616253-17783135_FAM184B_ENSG00000047662.4,-0.020614507,0.631309971,0.940531481
chr3:47892181-48130769_MAP4_ENSG00000047849.17,-0.002285185,0.554199845,0.940531481
chr6:117609462-117923691_GOPC_ENSG00000047932.9,-0.026014061,0.220147309,0.851716247
chr11:113668595-113746292_USP28_ENSG00000048028.7,0.000601577,0.914661252,0.940531481
chr7:18126571-19042039_HDAC9_ENSG00000048052.17,0.037860217,0.324858097,0.940531481
chr5:176074387-176086058_TSPAN17_ENSG00000048140.13,-0.034587779,0.005762925,0.113791357
chr5:175792470-175843570_NOP16_ENSG00000048162.15,0.073067357,0.301951253,0.940531481
chr4:15471488-15603180_CC2D2A_ENSG00000048342.11,0.042406732,0.207016252,0.835575886
chr8:103216729-103251346_RRM2B_ENSG00000048392.7,0.019010356,0.540662153,0.940531481
chr7:126986843-127071978_ZNF800_ENSG00000048405.5,0.150924173,0.010506432,0.169286731
chr16:12070593-12704901_SNX29_ENSG00000048471.9,0.013440302,0.392677314,0.940531481
chr12:16500075-16763528_LMO3_ENSG00000048540.10,0.006902011,0.850571385,0.940531481
chr6:42174538-42185603_MRPS10_ENSG00000048544.5,0.072581535,0.122130572,0.648716772
chr11:77371040-77532063_RSF1_ENSG00000048649.9,0.191740894,0.073501269,0.522119228
chr1:12290123-12572099_VPS13D_ENSG00000048707.9,0.014500262,0.668544018,0.940531481
chr10:11047258-11378674_CELF2_ENSG00000048740.13,-0.01210939,0.702648839,0.940531481
chr9:96208775-96328397_FAM120A_ENSG00000048828.12,0.011308944,0.636015918,0.940531481
chr2:136289024-136482840_R3HDM1_ENSG00000048991.12,0.032343632,0.362186935,0.940531481
chr1:40766158-40783488_COL9A2_ENSG00000049089.9,0.013706481,0.595653444,0.940531481
chr12:88886569-88974628_KITLG_ENSG00000049130.9,0.008646798,0.650153937,0.940531481
chr5:60169657-60240900_ERCC8_ENSG00000049167.9,-0.005258664,0.239067852,0.873949256
chr1:9294833-9331396_H6PD_ENSG00000049239.8,-0.032388626,0.369318278,0.940531481
chr1:7831328-7841492_VAMP3_ENSG00000049245.8,-0.029463445,0.367557433,0.940531481
chr1:7844379-7913572_PER3_ENSG00000049246.10,-0.025171546,0.070216023,0.514505235
chr1:7844379-7913572_UTS2_ENSG00000049247.9,-0.022680609,0.291215757,0.931649733
chr1:7979906-8000926_TNFRSF9_ENSG00000049249.4,0.011156961,0.748053028,0.940531481
chr17:48609903-48633213_EPN3_ENSG00000049283.13,-0.050989069,0.202095425,0.826811502
chr2:33172038-33624576_LTBP1_ENSG00000049323.11,0.018298909,0.820433561,0.940531481
chr11:31806339-32127301_RCN1_ENSG00000049449.4,-0.036529581,0.70389316,0.940531481
chr7:73645828-73668774_RFC2_ENSG00000049541.6,0.039955708,0.180511175,0.78726324
chr6:157099062-157531913_ARID1B_ENSG00000049618.17,0.04762408,0.492937055,0.940531481
chr5:1317858-1345214_CLPTM1L_ENSG00000049656.9,-0.056911708,0.086025615,0.558373352
